timestamp_utc,soc,fracsec,idcode,stat_hex,crc_ok,frequency_hz,rocof_hz_s,frame_bytes,PZR.AI_mag,PZR.AI_angle_deg,PZR.BV_mag,PZR.BV_angle_deg,PZR.CI_mag,PZR.CI_angle_deg,PZR.AV_mag,PZR.AV_angle_deg,PZR.BI_mag,PZR.BI_angle_deg,PZR.CV_mag,PZR.CV_angle_deg,ANA1,ANA2,ANA3,digital_hex
2026-07-08T11:41:18.933333Z,1783510878,933333,1,0x0000,true,59.983932,-0.001017,88,85.036743,144.274496,74.997536,-37.059117,80.031105,36.852146,50.000000,-107.839897,79.973793,-107.034371,69.995583,-180.000005,0.000000,0.000000,0.000000,0x0000
2026-07-08T11:41:18.966666Z,1783510878,966666,1,0x0000,true,60.005589,0.000722,88,90.053116,179.600562,79.985184,-1.435382,85.031357,73.727924,54.989651,-71.055742,84.973984,-70.186218,75.010979,-144.197629,0.000000,0.000000,0.000000,0x0001
2026-07-08T11:41:19Z,1783510879,0,1,0x0000,true,59.987663,-0.000598,88,95.053482,-180.000005,84.970955,34.250602,90.024551,108.780980,59.976799,-34.922470,89.986229,-34.341460,80.015320,-108.568999,0.000000,0.000000,0.000000,0x0002
2026-07-08T11:41:19.033333Z,1783510879,33333,1,0x0000,true,60.001125,0.000449,88,50.000000,-144.864474,89.973587,70.292776,95.010941,145.065500,64.969757,1.276548,95.000969,1.866418,85.014183,-73.279945,0.000000,0.000000,0.000000,0x0003
2026-07-08T11:41:19.066666Z,1783510879,66666,1,0x0000,true,59.992352,-0.000292,88,54.995640,-108.835417,94.962967,105.696249,50.000000,-180.000005,69.969978,36.815710,99.994598,37.398820,90.016769,-37.716127,0.000000,0.000000,0.000000,0x0004
2026-07-08T11:41:19.1Z,1783510879,100000,1,0x0000,true,59.992859,0.000017,88,59.990173,-72.763692,99.962479,141.208424,55.012600,-143.833457,74.956787,73.198331,50.000000,74.196379,95.028542,-2.543059,0.000000,0.000000,0.000000,0x0005
2026-07-08T11:41:19.133333Z,1783510879,133333,1,0x0000,true,59.993320,0.000015,88,64.999565,-37.453537,50.000000,177.563526,60.022556,-107.811626,79.957176,109.621285,54.986134,110.482012,50.000000,33.356834,0.000000,0.000000,0.000000,0x0006
2026-07-08T11:41:19.166666Z,1783510879,166666,1,0x0000,true,60.002945,0.000321,88,70.002380,-0.949624,55.015102,-180.000005,65.018677,-72.512075,84.949226,146.370995,59.969852,147.321593,55.011059,68.462292,0.000000,0.000000,0.000000,0x0007
2026-07-08T11:41:19.2Z,1783510879,200000,1,0x0000,true,59.989540,-0.000447,88,75.005463,35.295324,60.020588,-143.500294,70.016708,-37.035454,89.955826,-180.000005,64.970779,-180.000005,60.009544,104.315205,0.000000,0.000000,0.000000,0x0008
2026-07-08T11:41:19.233333Z,1783510879,233333,1,0x0000,true,60.000778,0.000375,88,79.999771,71.844759,65.026962,-106.889134,75.013130,-0.337565,94.944771,-143.587597,69.965614,-144.536147,64.995613,139.793577,0.000000,0.000000,0.000000,0x0009
