timestamp_utc,soc,fracsec,idcode,stat_hex,crc_ok,frequency_hz,rocof_hz_s,frame_bytes,PZR.AI_mag,PZR.AI_angle_deg,PZR.BV_mag,PZR.BV_angle_deg,PZR.CI_mag,PZR.CI_angle_deg,PZR.AV_mag,PZR.AV_angle_deg,PZR.BI_mag,PZR.BI_angle_deg,PZR.CV_mag,PZR.CV_angle_deg,ANA1,ANA2,ANA3,digital_hex
2026-07-08T11:39:27.733333Z,1783510767,733333,1,0x0000,true,60.010742,0.000826,88,99.990829,74.161805,79.995140,-109.416407,69.989807,-70.228948,50.000000,-108.103112,85.003220,-107.513024,75.022385,-37.553965,0.000000,0.000000,0.000000,0x0008
2026-07-08T11:39:27.766666Z,1783510767,766666,1,0x0000,true,60.002689,-0.000268,88,50.000000,109.552218,84.992165,-74.066148,74.982887,-34.864994,55.016281,-71.336094,89.999527,-71.197373,80.034355,-0.607252,0.000000,0.000000,0.000000,0x0009
2026-07-08T11:39:27.8Z,1783510767,800000,1,0x0000,true,59.984550,-0.000605,88,55.013161,144.760955,89.995232,-37.305134,79.993355,0.428550,60.026051,-36.153001,95.003670,-34.781181,85.048790,34.562786,0.000000,0.000000,0.000000,0x000A
2026-07-08T11:39:27.833333Z,1783510767,833333,1,0x0000,true,60.004181,0.000654,88,60.010250,-180.000005,95.011627,-1.503218,84.997276,35.779215,65.038803,-0.614713,99.994476,0.985472,90.041138,70.577328,0.000000,0.000000,0.000000,0x000B
2026-07-08T11:39:27.866666Z,1783510767,866666,1,0x0000,true,60.005116,0.000031,88,65.012260,-144.835732,50.000000,34.140277,90.013435,72.097776,70.027046,35.918927,50.000000,37.646524,95.026047,107.410674,0.000000,0.000000,0.000000,0x000C
2026-07-08T11:39:27.9Z,1783510767,900000,1,0x0000,true,59.993656,-0.000382,88,70.004356,-108.054959,55.009335,70.228435,95.003006,108.499338,75.027390,71.687268,54.994518,73.027966,50.000000,144.200251,0.000000,0.000000,0.000000,0x000D
2026-07-08T11:39:27.933333Z,1783510767,933333,1,0x0000,true,59.988838,-0.000161,88,74.998940,-71.787160,60.024895,106.424367,99.999214,145.167557,80.039177,107.959841,59.991837,109.068388,55.010952,-180.000005,0.000000,0.000000,0.000000,0x000E
2026-07-08T11:39:27.966666Z,1783510767,966666,1,0x0000,true,59.993557,0.000157,88,79.984482,-36.036420,65.012497,142.010862,50.000000,-180.000005,85.052376,143.654396,65.007774,144.156771,60.024422,-144.876659,0.000000,0.000000,0.000000,0x000F
2026-07-08T11:39:28Z,1783510768,0,1,0x0000,true,60.001465,0.000264,88,84.998497,-0.940698,70.023369,178.385499,55.013836,-144.258185,90.049477,179.508832,70.003799,-180.000005,65.020668,-108.575986,0.000000,0.000000,0.000000,0x0000
2026-07-08T11:39:28.033333Z,1783510768,33333,1,0x0000,true,59.992737,-0.000291,88,90.001587,34.924516,75.011581,-180.000005,60.016682,-108.687953,95.056656,-180.000005,74.992722,-144.950971,70.030029,-72.410189,0.000000,0.000000,0.000000,0x0001
2026-07-08T11:39:28.066666Z,1783510768,66666,1,0x0000,true,59.998302,0.000186,88,95.009491,71.125048,80.002731,-144.284290,65.012520,-72.663910,50.000000,-143.119333,79.989632,-108.412608,75.020584,-36.136099,0.000000,0.000000,0.000000,0x0002
2026-07-08T11:39:28.1Z,1783510768,100000,1,0x0000,true,59.986340,-0.000399,88,50.000000,107.682584,85.010262,-108.160403,70.017113,-36.449445,55.007294,-106.203923,85.004517,-71.777379,80.010925,-0.570475,0.000000,0.000000,0.000000,0x0003
2026-07-08T11:39:28.133333Z,1783510768,133333,1,0x0000,true,60.012547,0.000874,88,54.995087,144.127046,90.015297,-72.089382,75.000610,-0.305856,60.003559,-70.113900,89.996910,-36.720125,84.995193,36.255235,0.000000,0.000000,0.000000,0x0004
2026-07-08T11:39:28.166666Z,1783510768,166666,1,0x0000,true,59.989040,-0.000784,88,60.007729,-180.000005,95.006866,-36.875805,79.986778,35.460447,65.007698,-34.893213,95.007744,-0.833578,90.011002,71.794454,0.000000,0.000000,0.000000,0x0005
2026-07-08T11:39:28.2Z,1783510768,200000,1,0x0000,true,59.984962,-0.000136,88,65.003349,-143.478833,50.000000,-0.149822,84.984192,70.786400,70.014702,1.935528,50.000000,35.137485,94.999397,108.315968,0.000000,0.000000,0.000000,0x0006
2026-07-08T11:39:28.233333Z,1783510768,233333,1,0x0000,true,59.984676,-0.000010,88,69.996170,-107.584823,55.006397,35.436961,89.982994,107.135274,75.010193,38.799825,55.011528,70.218750,50.000000,143.551862,0.000000,0.000000,0.000000,0x0007
2026-07-08T11:39:28.266666Z,1783510768,266666,1,0x0000,true,60.006783,0.000737,88,75.009201,-70.831445,59.989918,71.329865,94.996399,143.027822,80.022392,74.934729,60.018234,106.410891,54.998577,179.431119,0.000000,0.000000,0.000000,0x0008
2026-07-08T11:39:28.3Z,1783510768,300000,1,0x0000,true,60.011505,0.000157,88,80.000076,-35.069224,64.980492,108.280013,50.000000,179.878592,85.035454,110.515097,65.020683,142.209374,59.985245,-180.000005,0.000000,0.000000,0.000000,0x0009
2026-07-08T11:39:28.333333Z,1783510768,333333,1,0x0000,true,60.006943,-0.000152,88,84.996170,1.742906,69.987709,145.104623,54.999527,-180.000005,90.036041,146.892070,70.028008,178.052213,64.974564,-144.240468,0.000000,0.000000,0.000000,0x000A
2026-07-08T11:39:28.366666Z,1783510768,366666,1,0x0000,true,59.984531,-0.000747,88,89.992119,37.878043,74.978409,-180.000005,59.986313,-143.714311,95.032982,-180.000005,75.025398,-180.000005,69.961006,-107.721632,0.000000,0.000000,0.000000,0x000B
2026-07-08T11:39:28.4Z,1783510768,400000,1,0x0000,true,59.983990,-0.000018,88,94.992989,73.229525,79.981140,-143.187171,64.997063,-107.539539,50.000000,-144.140501,80.012314,-143.170682,74.956802,-72.281324,0.000000,0.000000,0.000000,0x000C
2026-07-08T11:39:28.433333Z,1783510768,433333,1,0x0000,true,60.004074,0.000669,88,50.000000,109.251061,84.993149,-106.332549,69.985184,-72.301247,54.994305,-107.897011,85.010132,-107.247651,79.969650,-37.075267,0.000000,0.000000,0.000000,0x000D
2026-07-08T11:39:28.466666Z,1783510768,466666,1,0x0000,true,59.991348,-0.000424,88,54.997200,145.975240,89.985008,-70.466754,74.991531,-35.386882,59.982552,-72.266919,89.994682,-71.972818,84.981674,-0.657151,0.000000,0.000000,0.000000,0x000E
2026-07-08T11:39:28.5Z,1783510768,500000,1,0x0000,true,60.004959,0.000454,88,60.010014,-180.000005,94.978134,-34.330218,79.992172,-0.029572,64.991760,-35.736776,94.989006,-36.391456,89.974258,34.806938,0.000000,0.000000,0.000000,0x000F
2026-07-08T11:39:28.533333Z,1783510768,533333,1,0x0000,true,59.994289,-0.000356,88,65.024757,-143.468820,99.969368,0.932960,85.000916,35.692260,69.986519,0.195176,99.979042,-1.155789,94.968697,70.950994,0.000000,0.000000,0.000000,0x0000
2026-07-08T11:39:28.566666Z,1783510768,566666,1,0x0000,true,60.009926,0.000521,88,70.015022,-106.672720,50.000000,36.383178,89.990456,72.544901,74.984116,36.709931,50.000000,35.521932,99.958099,106.825183,0.000000,0.000000,0.000000,0x0001
2026-07-08T11:39:28.6Z,1783510768,600000,1,0x0000,true,59.991047,-0.000629,88,75.011177,-69.759290,54.999107,72.659662,94.980667,108.845744,79.977615,72.962396,55.000660,71.933346,50.000000,142.699905,0.000000,0.000000,0.000000,0x0002
2026-07-08T11:39:28.633333Z,1783510768,633333,1,0x0000,true,60.009304,0.000609,88,79.999374,-32.975371,59.993107,109.233638,99.973167,144.794013,84.974495,108.677230,60.010788,107.982805,55.009853,178.007967,0.000000,0.000000,0.000000,0x0003
2026-07-08T11:39:28.666666Z,1783510768,666666,1,0x0000,true,59.990810,-0.000616,88,85.015617,2.183824,65.008736,145.635438,50.000000,179.923193,89.980057,144.776282,64.995361,143.902223,59.998978,-180.000005,0.000000,0.000000,0.000000,0x0004
2026-07-08T11:39:28.7Z,1783510768,700000,1,0x0000,true,60.009525,0.000624,88,90.006325,37.963998,69.999016,-180.000005,54.984531,-180.000005,94.996254,-180.000005,69.983711,-180.000005,64.986313,-144.569259,0.000000,0.000000,0.000000,0x0005
2026-07-08T11:39:28.733333Z,1783510768,733333,1,0x0000,true,59.997604,-0.000397,88,95.004143,73.238541,74.988014,-144.585105,59.988716,-144.469006,50.000000,-143.401488,74.987938,-143.592146,69.999313,-108.574531,0.000000,0.000000,0.000000,0x0006
2026-07-08T11:39:28.766666Z,1783510768,766666,1,0x0000,true,59.988014,-0.000320,88,50.000000,109.628156,79.980453,-109.152836,64.988426,-107.653029,55.003773,-107.634547,79.994804,-108.386558,75.005196,-72.038272,0.000000,0.000000,0.000000,0x0007
2026-07-08T11:39:28.8Z,1783510768,800000,1,0x0000,true,59.990128,0.000070,88,55.003082,145.619210,84.995575,-72.680863,69.983643,-71.510551,59.994892,-71.709063,84.985832,-71.679516,80.011528,-35.534708,0.000000,0.000000,0.000000,0x0008
2026-07-08T11:39:28.833333Z,1783510768,833333,1,0x0000,true,60.007339,0.000574,88,60.007030,-180.000005,90.008720,-36.414815,74.999756,-34.669279,64.992432,-35.855273,90.002197,-35.979835,85.009041,0.197906,0.000000,0.000000,0.000000,0x0009
2026-07-08T11:39:28.866666Z,1783510768,866666,1,0x0000,true,60.009388,0.000068,88,65.007477,-143.207046,95.013947,-0.955797,80.009964,2.016895,70.004028,-0.614593,94.991653,-0.196629,90.025558,35.901609,0.000000,0.000000,0.000000,0x000A
2026-07-08T11:39:28.9Z,1783510768,900000,1,0x0000,true,59.989574,-0.000660,88,70.006622,-107.180148,50.000000,34.241460,85.020317,37.944242,75.004288,34.953828,99.976639,36.077056,95.014618,72.751214,0.000000,0.000000,0.000000,0x000B
2026-07-08T11:39:28.933333Z,1783510768,933333,1,0x0000,true,59.997757,0.000273,88,75.002098,-70.501841,55.003738,69.795019,90.009895,73.557715,79.996765,70.259499,50.000000,72.768241,50.000000,108.724256,0.000000,0.000000,0.000000,0x000C
2026-07-08T11:39:28.966666Z,1783510768,966666,1,0x0000,true,60.011944,0.000473,88,80.004211,-34.831885,60.015808,105.599151,94.993637,108.758530,85.010178,106.343286,54.991249,107.836857,54.999741,143.815261,0.000000,0.000000,0.000000,0x000D
2026-07-08T11:39:29Z,1783510769,0,1,0x0000,true,60.003757,-0.000273,88,85.005348,0.345904,65.031837,141.745017,99.998672,145.320553,90.023979,142.254016,60.007847,144.415266,60.009502,-180.000005,0.000000,0.000000,0.000000,0x000E
2026-07-08T11:39:29.033333Z,1783510769,33333,1,0x0000,true,60.002689,-0.000036,88,89.997482,36.847426,70.020515,176.858405,50.000000,-180.000005,95.017754,178.880619,65.010902,179.572941,65.020721,-144.755068,0.000000,0.000000,0.000000,0x000F
2026-07-08T11:39:29.066666Z,1783510769,66666,1,0x0000,true,60.005959,0.000109,88,94.999588,72.134967,75.009651,-180.000005,55.002220,-144.209336,50.000000,-180.000005,70.009232,-180.000005,70.028633,-107.873166,0.000000,0.000000,0.000000,0x0000
2026-07-08T11:39:29.1Z,1783510769,100000,1,0x0000,true,60.004379,-0.000053,88,50.000000,108.050717,80.023575,-144.422670,59.989063,-107.351217,55.009537,-143.715950,74.992714,-144.158041,75.022148,-72.709659,0.000000,0.000000,0.000000,0x0001
2026-07-08T11:39:29.133333Z,1783510769,133333,1,0x0000,true,60.012333,0.000265,88,55.003307,144.216166,85.030098,-108.574299,64.998772,-71.468285,60.010651,-107.348423,80.000053,-108.885127,80.038315,-37.343315,0.000000,0.000000,0.000000,0x0002
2026-07-08T11:39:29.166666Z,1783510769,166666,1,0x0000,true,60.009480,-0.000095,88,60.011097,-180.000005,90.023621,-72.858646,70.015373,-35.499789,65.024681,-70.564098,85.002960,-72.949911,85.023834,-1.967295,0.000000,0.000000,0.000000,0x0003
2026-07-08T11:39:29.2Z,1783510769,200000,1,0x0000,true,59.987843,-0.000721,88,65.017441,-143.750688,95.030594,-36.564680,75.003349,0.768182,70.008751,-34.655229,89.994354,-36.545491,90.008835,34.031920,0.000000,0.000000,0.000000,0x0004
2026-07-08T11:39:29.233333Z,1783510769,233333,1,0x0000,true,60.006142,0.000610,88,70.022194,-108.181918,50.000000,-0.768826,80.006676,35.869384,75.013000,1.469592,95.006889,-1.293504,95.019012,69.787437,0.000000,0.000000,0.000000,0x0005
2026-07-08T11:39:29.266666Z,1783510769,266666,1,0x0000,true,60.014912,0.000292,88,75.014046,-71.453894,55.013157,36.102754,85.011436,72.698881,80.016693,37.695131,50.000000,34.175132,50.000000,105.418403,0.000000,0.000000,0.000000,0x0006
2026-07-08T11:39:29.3Z,1783510769,300000,1,0x0000,true,60.012836,-0.000069,88,80.010300,-34.783981,59.996513,72.597227,90.024117,109.210545,85.017693,74.513962,54.993301,69.456610,54.997890,142.093329,0.000000,0.000000,0.000000,0x0007
2026-07-08T11:39:29.333333Z,1783510769,333333,1,0x0000,true,59.995068,-0.000592,88,85.007004,0.554618,64.982971,109.321638,95.027672,146.107828,90.012779,111.399648,60.004074,105.937737,59.987396,178.103384,0.000000,0.000000,0.000000,0x0008
2026-07-08T11:39:29.366666Z,1783510769,366666,1,0x0000,true,60.008358,0.000443,88,90.020035,35.667883,69.993683,145.877896,50.000000,-180.000005,95.002289,148.152144,65.018135,142.442407,64.997116,-180.000005,0.000000,0.000000,0.000000,0x0009
2026-07-08T11:39:29.4Z,1783510769,400000,1,0x0000,true,59.984417,-0.000798,88,95.011536,71.473586,75.001297,-180.000005,55.010185,-143.302123,50.000000,-180.000005,70.030159,178.078850,70.002739,-144.794874,0.000000,0.000000,0.000000,0x000A
2026-07-08T11:39:29.433333Z,1783510769,433333,1,0x0000,true,59.991055,0.000221,88,99.997948,106.955571,79.993645,-144.772498,60.005527,-108.113493,55.007206,-143.050143,75.025436,-180.000005,75.009308,-109.655668,0.000000,0.000000,0.000000,0x000B
2026-07-08T11:39:29.466666Z,1783510769,466666,1,0x0000,true,60.016373,0.000844,88,50.000000,142.867176,85.006355,-108.700254,64.999382,-72.027494,59.998978,-107.650345,80.041351,-144.854502,80.003250,-74.569506,0.000000,0.000000,0.000000,0x000C
2026-07-08T11:39:29.5Z,1783510769,500000,1,0x0000,true,60.006836,-0.000318,88,55.003426,178.736242,90.015678,-73.162609,70.005264,-36.801035,65.002922,-71.063023,85.030479,-109.544814,85.018456,-39.219247,0.000000,0.000000,0.000000,0x000D
2026-07-08T11:39:29.533333Z,1783510769,533333,1,0x0000,true,59.998394,-0.000281,88,60.010891,-180.000005,95.003075,-37.023566,74.997620,-0.787308,70.015083,-34.264474,90.043610,-73.511851,90.022545,-2.271077,0.000000,0.000000,0.000000,0x000E
2026-07-08T11:39:29.566666Z,1783510769,566666,1,0x0000,true,60.016224,0.000594,88,65.024727,-143.312614,99.988197,-0.464398,80.010956,34.729705,75.024078,1.347779,95.045830,-37.906768,95.030594,33.362800,0.000000,0.000000,0.000000,0x000F
2026-07-08T11:39:29.6Z,1783510769,600000,1,0x0000,true,60.004326,-0.000397,88,70.040535,-106.419408,50.000000,35.236393,85.001099,71.326354,80.010780,37.038135,50.000000,-2.079264,50.000000,69.526558,0.000000,0.000000,0.000000,0x0000
2026-07-08T11:39:29.633333Z,1783510769,633333,1,0x0000,true,60.004513,0.000006,88,75.056564,-70.315049,54.990726,71.703934,89.985519,107.915889,85.008568,73.197348,55.013481,34.109323,54.988045,105.225833,0.000000,0.000000,0.000000,0x0001
2026-07-08T11:39:29.666666Z,1783510769,666666,1,0x0000,true,60.016106,0.000386,88,80.053802,-34.236159,60.004459,107.927022,94.982506,144.367222,90.020645,108.244927,59.997608,69.471821,59.972240,140.914029,0.000000,0.000000,0.000000,0x0002
2026-07-08T11:39:29.7Z,1783510769,700000,1,0x0000,true,59.989429,-0.000889,88,85.039177,0.832168,65.000893,144.271354,99.987007,-180.000005,95.025696,144.407630,64.988846,105.805422,64.969727,177.410475,0.000000,0.000000,0.000000,0x0003
2026-07-08T11:39:29.733333Z,1783510769,733333,1,0x0000,true,59.994144,0.000157,88,90.041656,36.021321,69.986725,-180.000005,50.000000,-144.369681,50.000000,179.773857,69.987862,142.729111,69.956543,-180.000005,0.000000,0.000000,0.000000,0x0004
2026-07-08T11:39:29.766666Z,1783510769,766666,1,0x0000,true,59.992775,-0.000046,88,95.040588,72.476975,74.992149,-143.693916,55.014015,-108.956298,54.992786,-180.000005,74.989594,179.160165,74.953758,-143.135070,0.000000,0.000000,0.000000,0x0005
2026-07-08T11:39:29.8Z,1783510769,800000,1,0x0000,true,60.003441,0.000356,88,50.000000,107.985714,79.979614,-107.145007,60.004368,-73.534404,59.992065,-144.227463,79.990547,-180.000005,79.969124,-106.688217,0.000000,0.000000,0.000000,0x0006
2026-07-08T11:39:29.833333Z,1783510769,833333,1,0x0000,true,59.995998,-0.000248,88,55.000187,144.068798,84.991852,-71.970830,64.987816,-36.710966,64.988876,-108.550045,84.996040,-144.263130,84.970779,-70.645985,0.000000,0.000000,0.000000,0x0007
2026-07-08T11:39:29.866666Z,1783510769,866666,1,0x0000,true,59.988640,-0.000245,88,60.011616,-180.000005,89.986877,-36.380436,69.993179,-0.570991,69.988373,-73.482358,89.996811,-108.110563,89.971931,-35.398777,0.000000,0.000000,0.000000,0x0008
2026-07-08T11:39:29.9Z,1783510769,900000,1,0x0000,true,60.006367,0.000591,88,65.027573,-144.504154,94.998596,0.069388,75.000267,36.255245,74.978569,-36.670869,95.001350,-71.265675,94.957504,1.503755,0.000000,0.000000,0.000000,0x0009
2026-07-08T11:39:29.933333Z,1783510769,933333,1,0x0000,true,60.004688,-0.000056,88,70.041222,-108.317142,50.000000,36.172760,80.007980,72.863720,79.966049,-0.228797,99.989868,-35.855908,99.958542,37.622570,0.000000,0.000000,0.000000,0x000A
2026-07-08T11:39:29.966666Z,1783510769,966666,1,0x0000,true,60.000488,-0.000140,88,75.038261,-73.231096,54.986816,72.314307,84.995674,109.245003,84.961739,35.660431,50.000000,0.817210,50.000000,72.749417,0.000000,0.000000,0.000000,0x000B
2026-07-08T11:39:30Z,1783510770,0,1,0x0000,true,59.999828,-0.000022,88,80.042496,-38.179087,59.981506,108.514665,89.994247,144.390445,89.946762,71.624731,54.986034,37.022405,55.001663,108.103637,0.000000,0.000000,0.000000,0x000C
2026-07-08T11:39:30.033333Z,1783510770,33333,1,0x0000,true,59.996742,-0.000103,88,85.026787,-2.733941,64.987358,144.869009,94.998734,-180.000005,94.943489,107.599406,59.986286,73.291249,59.987942,143.915050,0.000000,0.000000,0.000000,0x000D
2026-07-08T11:39:30.066666Z,1783510770,66666,1,0x0000,true,60.010010,0.000442,88,90.022125,33.771604,69.995171,-180.000005,99.989983,-144.436125,99.956192,142.693443,64.997742,109.528681,64.975014,179.068941,0.000000,0.000000,0.000000,0x000E
2026-07-08T11:39:30.1Z,1783510770,100000,1,0x0000,true,59.984596,-0.000847,88,95.036392,70.155332,75.002739,-143.664478,50.000000,-107.985195,50.000000,177.834398,70.010269,145.460749,69.975639,-180.000005,0.000000,0.000000,0.000000,0x000F
2026-07-08T11:39:30.133333Z,1783510770,133333,1,0x0000,true,59.987907,0.000110,88,50.000000,106.687924,80.003220,-107.877545,55.009476,-72.438746,54.989094,-180.000005,75.011024,-180.000005,74.968590,-143.216663,0.000000,0.000000,0.000000,0x0000
2026-07-08T11:39:30.166666Z,1783510770,166666,1,0x0000,true,59.985306,-0.000087,88,54.986748,141.733747,84.994102,-72.099409,59.996681,-36.108758,59.977257,-143.819755,80.003487,-143.473820,79.961258,-107.505210,0.000000,0.000000,0.000000,0x0001
2026-07-08T11:39:30.2Z,1783510770,200000,1,0x0000,true,59.984367,-0.000031,88,59.992897,177.775330,89.991676,-36.506856,65.013184,-0.170453,64.973381,-107.337932,85.001617,-108.362474,84.964188,-71.534730,0.000000,0.000000,0.000000,0x0002
2026-07-08T11:39:30.233333Z,1783510770,233333,1,0x0000,true,60.014416,0.001002,88,64.991783,-180.000005,94.993797,-0.626953,70.011757,34.996496,69.989311,-71.663485,90.005180,-72.483327,89.963715,-35.245893,0.000000,0.000000,0.000000,0x0003
2026-07-08T11:39:30.266666Z,1783510770,266666,1,0x0000,true,59.988159,-0.000875,88,69.978775,-143.135411,99.993294,35.656173,75.013519,70.292605,74.992226,-34.827575,95.000252,-36.761963,94.953339,1.581391,0.000000,0.000000,0.000000,0x0004
2026-07-08T11:39:30.3Z,1783510770,300000,1,0x0000,true,60.007992,0.000661,88,74.965614,-107.809810,50.000000,72.170866,80.028351,105.442650,80.006012,2.084399,50.000000,-0.966401,99.954468,37.674155,0.000000,0.000000,0.000000,0x0005
2026-07-08T11:39:30.333333Z,1783510770,333333,1,0x0000,true,60.006775,-0.000041,88,79.959549,-72.661745,54.988483,107.722096,85.017937,141.795779,85.016495,38.680871,54.996929,34.284128,50.000000,73.115802,0.000000,0.000000,0.000000,0x0006
2026-07-08T11:39:30.366666Z,1783510770,366666,1,0x0000,true,60.006851,0.000003,88,84.944252,-37.166355,59.987839,143.528379,90.026939,177.857238,90.011803,75.271806,59.991901,70.295405,55.012146,108.796833,0.000000,0.000000,0.000000,0x0007
2026-07-08T11:39:30.4Z,1783510770,400000,1,0x0000,true,59.999798,-0.000235,88,89.944939,-0.262308,64.982323,179.250446,95.033524,-180.000005,95.009193,112.131967,64.979881,106.099011,60.002232,144.587441,0.000000,0.000000,0.000000,0x0008
2026-07-08T11:39:30.433333Z,1783510770,433333,1,0x0000,true,60.012627,0.000428,88,94.936440,35.007575,69.988625,-180.000005,50.000000,-144.105421,50.000000,147.738276,69.988861,141.267819,64.999153,179.646556,0.000000,0.000000,0.000000,0x0009
2026-07-08T11:39:30.466666Z,1783510770,466666,1,0x0000,true,59.985508,-0.000904,88,99.922661,71.950087,74.978363,-143.413960,55.014088,-108.257631,55.007431,-180.000005,75.002495,177.702370,70.010345,-180.000005,0.000000,0.000000,0.000000,0x000A
